set,slot_utc,robust,entry,entry_delay,spread,hour,r5,dOI,imb,liq,rng24,d_hi,d_lo,atr,mfe,t_mfe,mae,t_mae,fp0.5,fp1.0,n1,n5,n15,n30,n60
upside_sell,2026-08-04T17:00:00,0,64015.51,30.42,7.0,17.0,0.0018,0.0001,-0.1274,0.0048,28.69,0.5148,1.9332,90.99,178.17,47.2668,121.67,3.1623,adv,adv,-40.31,-27.33,4.89,-102.57,-73.81
upside_sell,2026-08-04T18:00:00,0,64077.32,31.035,7.0,18.0,0.0015,0.0,-0.2333,0.0,28.825,0.5736,2.4782,98.2486,24.69,6.0692,290.87,26.834,adv,adv,11.68,-17.68,-246.23,-220.21,-189.9
upside_sell,2026-08-04T19:40:00,0,64316.74,30.557,7.0,19.0,0.0014,-0.0001,-0.1547,0.2814,28.915,0.8168,1.5656,73.275,372.4,31.5675,73.05,58.307,fav,fav,-34.78,25.95,144.2,220.04,-1.73
upside_sell,2026-08-04T20:40:00,0,64306.45,30.547,7.0,20.0,0.002,0.0002,-0.1418,0.6711,29.085,0.7584,3.4728,105.2786,165.73,34.7426,19.46,0.6743,fav,fav,2.49,7.64,12.01,109.86,136.73
upside_sell,2026-08-04T23:05:00,0,64353.41,30.128,7.0,23.0,0.0023,-0.0001,0.3709,3.3163,28.56,1.2429,3.4665,68.6079,387.64,58.795,148.16,7.8961,adv,adv,-11.67,-7.21,94.31,178.94,365.6
upside_sell,2026-08-05T01:20:00,0,64037.37,30.197,7.0,1.0,0.0014,0.0002,0.6233,0.0,28.96,1.5453,2.0173,70.0457,45.35,1.6292,427.65,46.5648,fav,adv,33.28,-45.4,-194.87,-225.6,-364.94
upside_sell,2026-08-05T05:00:00,0,64233.63,30.633,7.0,5.0,0.002,-0.0001,-0.132,2.0401,28.935,0.1892,3.5326,57.3543,9.94,3.4341,239.85,20.784,adv,adv,-17.66,-5.07,-69.76,-90.26,-70.74
upside_sell,2026-08-05T07:55:00,0,64109.97,30.449,7.0,8.0,0.0017,0.0012,0.1102,0.0,29.275,1.8471,2.6131,64.3221,72.71,44.9564,116.48,29.8756,adv,adv,-39.07,-9.98,-18.23,-114.39,40.39
upside_sell,2026-08-05T12:15:00,0,64426.19,30.514,7.0,12.0,0.0039,0.0001,-0.1692,1.5723,28.875,0.111,5.9688,73.695,376.22,53.0732,118.87,0.8087,adv,adv,-40.25,-9.68,50.32,54.96,286.89
upside_sell,2026-08-05T13:35:00,0,64221.37,30.265,7.0,13.0,0.0047,0.0,0.1164,0.5278,28.895,1.9709,3.2858,123.1,244.05,6.5025,312.58,38.9766,fav,fav,39.34,119.32,-1.09,-182.67,-87.04
upside_sell,2026-08-05T14:40:00,0,64358.99,30.618,7.0,14.0,0.0016,-0.0011,0.1637,0.0,28.96,0.9974,2.2407,171.9,82.03,8.308,360.58,25.3367,adv,adv,-52.91,-71.07,-83.41,-189.83,-98.85
upside_sell,2026-08-05T16:10:00,0,64522.09,30.055,7.0,16.0,0.0017,0.0007,-0.1039,0.0,29.015,1.3255,1.5609,127.8014,27.99,59.6369,201.0,14.3203,adv,adv,-61.95,-64.93,-177.22,-107.71,-6.88
upside_sell,2026-08-05T17:35:00,0,64675.62,30.211,7.0,17.0,0.0019,-0.0006,-0.0471,1.0667,28.79,0.2872,2.6965,73.3579,70.24,4.8138,87.66,35.224,fav,adv,-5.13,48.99,-27.45,46.63,-65.1
upside_sell,2026-08-05T18:35:00,0,64728.72,30.812,7.0,18.0,0.0014,-0.001,0.2775,0.0,28.63,0.3575,1.46,86.875,28.39,14.7095,161.1,46.6509,adv,adv,11.94,-41.15,-6.82,-91.85,-133.8
upside_sell,2026-08-05T20:20:00,0,64918.7,30.457,7.0,20.0,0.0016,0.0016,-0.3986,10.1096,28.07,1.3079,2.7063,61.7179,298.85,58.8169,33.0,19.8163,fav,fav,-9.04,-15.04,11.83,104.09,286.32
upside_sell,2026-08-06T05:05:00,0,64869.36,30.266,7.0,5.0,0.0029,-0.0005,-0.1797,13.6623,26.06,1.0346,5.6784,67.9714,96.21,59.8774,75.73,7.889,adv,adv,-4.62,9.04,-47.1,47.67,87.53
upside_sell,2026-08-06T07:10:00,0,64856.14,30.658,7.0,7.0,0.0014,0.0007,-0.4038,0.0,25.92,0.5489,3.3801,52.4357,160.7,59.9526,53.92,8.2506,fav,adv,-10.49,-7.2,13.23,96.45,151.9
upside_sell,2026-08-06T13:35:00,0,64279.24,30.761,7.0,13.0,0.0014,0.0,0.0468,0.013,24.865,2.7438,2.0768,89.9664,15.84,0.5622,314.69,55.6747,adv,adv,-15.05,-113.7,-118.94,-146.24,-259.81
upside_sell,2026-08-06T14:40:00,0,64710.86,30.291,7.0,14.0,0.0037,-0.0027,-0.0063,13.2691,24.86,0.5688,3.2385,131.5121,97.59,5.4017,221.5,24.8387,fav,adv,-15.03,46.6,-26.17,-80.73,14.48
upside_sell,2026-08-06T15:45:00,0,64796.64,30.05,7.0,15.0,0.0014,-0.0003,0.5066,0.0787,24.865,1.0242,1.4475,129.0979,264.36,25.6933,7.38,0.1358,fav,fav,34.92,186.16,173.33,205.88,111.23
upside_sell,2026-08-07T01:00:00,0,64354.9,30.574,7.0,1.0,0.0013,0.0011,-0.7043,0.0016,23.605,0.6598,2.3108,79.92,119.42,34.8995,68.36,28.0219,fav,fav,0.54,41.21,73.03,-29.34,11.2
upside_sell,2026-08-07T02:40:00,0,64341.61,30.482,7.0,2.0,0.0017,0.0001,0.0754,0.0,24.165,1.5678,1.5072,96.9771,140.71,37.251,79.33,5.6382,adv,fav,-17.81,-57.75,-23.93,44.8,57.92
upside_sell,2026-08-07T08:40:00,0,64545.14,31.16,7.0,8.0,0.0022,0.0016,-0.2859,13.6299,24.3,1.2408,5.1131,59.0014,23.83,13.0836,380.24,52.4591,adv,adv,1.5,-6.94,-20.85,-143.78,-329.0
upside_sell,2026-08-07T12:05:00,0,65103.34,31.576,7.0,12.0,0.0015,-0.0001,-0.1456,9.8016,25.09,0.8704,2.7085,81.5614,170.13,24.5485,252.16,45.0964,adv,adv,-102.76,-73.51,54.08,-16.52,-103.74
upside_sell,2026-08-07T13:30:00,0,65228.81,30.002,7.0,13.0,0.0021,0.0,0.212,0.0328,26.105,0.917,2.2265,134.3364,491.08,37.2344,75.47,9.8283,fav,fav,25.08,-33.12,22.25,383.4,91.43
upside_sell,2026-08-07T15:05:00,0,64976.18,31.399,7.0,15.0,0.0021,,0.1709,0.0,26.19,1.8425,1.7454,138.6221,125.43,48.9747,118.09,22.4003,fav,neither,30.53,77.48,-15.4,21.54,15.56
upside_sell,2026-08-07T18:00:00,0,64801.46,31.433,7.0,18.0,0.0014,0.0017,0.2294,0.0,25.97,0.2234,3.6322,92.1843,172.11,49.4682,44.13,6.541,fav,fav,-9.1,-42.98,-2.35,51.2,32.4
upside_sell,2026-08-09T08:00:00,0,64858.25,31.681,7.0,8.0,0.0014,0.0001,0.1713,0.0017,8.885,1.0426,4.3868,21.225,116.49,39.0797,35.59,11.5091,adv,adv,-8.24,-17.9,-16.15,5.58,71.37
upside_sell,2026-08-09T21:35:00,0,65177.72,31.014,7.0,21.0,0.0015,0.0,-0.6132,0.0046,9.4,1.3108,3.6834,29.3721,247.38,59.5747,268.99,33.8973,fav,fav,30.54,-9.22,9.82,-72.78,210.41
upside_sell,2026-08-10T00:05:00,0,65004.06,30.387,7.0,0.0,0.002,-0.0004,0.0185,0.015,10.285,0.1452,2.6364,81.9336,228.22,34.1965,273.0,0.6223,adv,adv,-179.9,-101.51,35.27,136.08,13.99
upside_sell,2026-08-10T01:45:00,0,65286.98,30.478,7.0,1.0,0.0041,0.0003,-0.1982,2.1248,10.985,0.6955,4.6335,95.9643,434.44,35.6424,43.29,0.0312,fav,fav,94.68,124.59,186.24,372.77,193.28
upside_sell,2026-08-10T03:20:00,0,65084.82,30.039,7.0,3.0,0.0014,0.002,-0.0366,0.0,11.71,0.8531,2.4496,96.2521,183.47,32.6093,43.61,0.518,fav,fav,-18.73,93.47,57.37,141.45,79.52
upside_sell,2026-08-10T08:00:00,0,65225.58,30.182,7.0,8.0,0.0013,-0.0001,0.0154,0.0,15.665,1.8992,1.5548,53.6271,89.51,57.6475,57.44,21.3435,fav,adv,-5.84,2.98,-8.01,-14.09,61.19
upside_sell,2026-08-10T12:40:00,0,64945.93,30.695,7.0,12.0,0.0014,-0.004,0.421,0.1184,19.165,3.8451,1.3754,66.1779,397.93,58.3905,15.45,1.5558,fav,fav,-6.22,20.54,113.96,94.9,305.92
upside_sell,2026-08-10T14:00:00,0,64638.28,30.882,7.0,14.0,0.0021,0.003,-0.1621,0.0,20.155,2.4208,1.6427,116.2114,111.7,55.5359,197.53,37.8002,fav,adv,-15.48,66.67,-93.3,-173.61,3.59
upside_sell,2026-08-10T17:05:00,0,63892.25,30.924,7.0,17.0,0.0016,-0.0022,0.1363,0.0027,23.93,2.8088,1.1676,115.1821,80.81,35.1619,75.79,31.7202,adv,neither,-33.88,-6.43,-17.02,-39.8,-29.79
upside_sell,2026-08-11T06:55:00,0,63909.61,30.593,7.0,7.0,0.0015,-0.0018,0.5306,0.0,20.835,1.6476,2.5593,50.0836,71.42,19.8435,140.76,52.0943,adv,fav,-16.07,-46.97,27.48,35.18,-101.75
upside_sell,2026-08-11T11:00:00,0,64290.64,30.503,7.0,11.0,0.0021,-0.0002,-0.0496,0.5214,20.225,0.7504,2.6374,57.2757,30.84,4.1009,103.43,57.3071,fav,adv,-23.32,-15.78,-2.87,-5.55,-92.08
upside_sell,2026-08-11T13:55:00,0,64112.94,30.634,7.0,14.0,0.0015,0.0004,-0.1965,0.0,19.675,2.3466,1.4469,89.1879,464.14,57.3554,100.74,15.7,adv,adv,-28.95,-41.94,-76.49,186.04,395.26
upside_sell,2026-08-11T15:55:00,0,63512.38,30.694,7.0,16.0,0.002,0.0005,0.0395,0.0,19.77,2.4434,0.9526,125.2464,119.44,46.482,94.28,10.497,adv,neither,-21.62,-71.77,-28.46,-8.53,47.1
upside_sell,2026-08-11T19:15:00,0,63272.8,30.458,7.0,19.0,0.0012,0.0011,0.1781,0.0,19.725,3.0333,1.2203,87.6979,16.28,4.7607,394.65,47.1165,adv,adv,-37.08,-30.2,-29.87,-65.31,-295.95
upside_sell,2026-08-11T22:00:00,0,63658.32,30.569,7.0,22.0,0.0013,0.0002,-0.2901,0.0013,20.085,1.3378,2.1753,48.3464,155.68,59.5378,51.58,12.1382,adv,adv,-16.72,-2.54,-22.4,-19.86,131.19
upside_sell,2026-08-12T02:25:00,0,63820.06,30.817,7.0,2.0,0.0014,-0.0014,0.4276,0.0472,20.44,0.7728,3.6914,51.5164,174.57,46.7614,7.0,0.0,fav,fav,5.19,40.94,92.95,78.49,129.38
upside_sell,2026-08-12T04:20:00,0,63791.32,31.662,7.0,4.0,0.0011,0.0001,0.4201,0.095,20.865,0.8746,2.5065,51.7293,125.69,39.9931,17.96,0.8944,fav,fav,-7.88,77.28,99.61,14.65,5.01
upside_sell,2026-08-12T06:55:00,0,63649.86,30.162,7.0,7.0,0.0012,-0.0002,-0.0849,0.008,21.57,2.3336,2.0167,56.93,76.21,45.8066,133.26,59.2804,adv,adv,-7.34,-59.99,-33.22,-23.68,-116.29
upside_sell,2026-08-12T07:55:00,0,63754.15,30.239,7.0,8.0,0.0013,0.0012,-0.2006,0.0,21.57,0.4736,3.4215,53.7779,42.42,32.5389,57.31,6.9636,fav,adv,25.36,-26.49,17.64,6.65,15.39
upside_sell,2026-08-12T09:15:00,0,63872.24,30.86,7.0,9.0,0.0015,0.0003,0.25,2.2772,21.915,0.8413,3.7127,47.1164,33.84,2.0649,294.25,42.3065,adv,adv,-1.77,-69.13,-78.99,-160.22,-171.92
upside_sell,2026-08-12T12:25:00,0,64125.11,30.151,7.0,12.0,0.0024,0.0001,0.0943,0.544,22.865,4.5837,0.9148,65.8071,276.95,58.1419,165.2,3.9843,adv,adv,12.47,-18.63,110.16,30.63,192.72
upside_sell,2026-08-12T15:00:00,0,63378.17,30.602,7.0,15.0,0.0013,-0.0018,0.3493,1.2751,23.545,3.5105,0.9409,140.0414,49.68,28.3572,131.78,37.9779,adv,neither,-34.78,-26.4,-76.37,-67.82,-32.89
upside_sell,2026-08-12T20:00:00,0,63441.75,30.407,7.0,20.0,0.0012,-0.0003,-0.017,0.0,23.25,0.0989,3.3367,62.3614,83.86,10.998,157.28,55.5935,fav,fav,21.79,68.01,18.98,-59.04,-79.03
upside_sell,2026-08-13T00:05:00,0,63507.43,30.624,7.0,0.0,0.0021,0.0003,-0.1437,0.003,23.985,0.484,3.6341,57.1886,75.46,35.6513,147.58,6.4164,adv,adv,-22.1,-46.95,-53.71,2.58,-25.87
upside_sell,2026-08-13T01:35:00,0,63447.34,30.632,7.0,1.0,0.001,0.0002,-0.2749,0.0,24.33,1.8475,1.7544,68.0479,140.29,52.8503,12.72,0.2434,fav,fav,8.98,100.35,10.91,49.92,94.68
upside_sell,2026-08-13T02:40:00,0,63430.67,30.402,7.0,2.0,0.0011,0.0002,0.0053,0.0,24.64,0.3151,1.9549,65.025,26.64,1.3382,145.24,34.5924,adv,adv,-0.35,-55.29,-60.14,-89.06,-97.25
upside_sell,2026-08-13T05:05:00,0,63752.33,30.397,7.0,5.0,0.0013,0.0024,-0.1841,5.8975,24.945,0.9526,3.8644,59.815,-0.47,59.1077,198.32,5.5475,adv,adv,-52.54,-91.21,-153.48,-131.47,-19.54
upside_sell,2026-08-13T06:50:00,0,63839.44,30.174,7.0,6.0,0.0017,0.0002,-0.1551,0.0,25.035,0.4755,3.3141,45.0286,48.25,59.0049,48.47,4.4908,adv,adv,-12.38,-25.18,15.89,5.13,32.37
upside_sell,2026-08-13T12:05:00,0,63467.78,30.693,7.0,12.0,0.0012,0.0008,-0.1287,0.0,23.605,1.6111,3.0482,62.0929,69.2,21.4507,277.48,56.8568,adv,adv,-3.62,-24.91,-39.16,-14.49,-240.85
upside_sell,2026-08-13T13:30:00,0,63653.35,30.095,7.0,13.0,0.0022,0.0014,-0.2272,0.0,22.97,0.9959,2.215,88.7707,42.92,11.0504,261.11,59.805,adv,adv,-9.27,-114.98,-86.43,0.45,-250.31
upside_sell,2026-08-13T14:30:00,0,63891.66,30.809,7.0,14.0,0.0019,0.0017,0.1751,2.4039,22.97,0.1671,2.4648,115.5179,365.81,53.6277,56.18,2.8377,fav,fav,-10.13,-0.63,18.27,87.01,259.21
upside_sell,2026-08-13T16:45:00,0,63130.18,30.726,7.0,16.0,0.0032,0.0052,0.0615,0.008,22.91,3.1092,2.2463,159.89,140.16,4.3612,109.84,55.7059,fav,neither,-41.6,98.33,76.56,66.34,-53.91
upside_sell,2026-08-13T18:00:00,0,63193.3,31.186,7.0,18.0,0.0021,0.0026,0.3724,0.0,23.835,0.4478,1.8701,96.5179,154.64,26.2485,115.64,48.6949,fav,fav,13.8,48.52,23.16,123.78,-84.24
upside_sell,2026-08-13T19:05:00,0,63383.0,30.997,7.0,19.0,0.0027,0.001,0.4891,6.3749,24.22,0.6629,3.9248,88.6257,86.01,53.2896,34.05,1.3978,fav,neither,-9.61,50.48,35.13,18.58,-0.31
upside_sell,2026-08-13T22:00:00,0,63472.27,30.421,7.0,22.0,0.0013,-0.0005,-0.3492,0.7031,23.375,0.7096,2.5739,46.2493,84.38,59.2244,117.27,17.6077,adv,adv,9.96,-50.06,-51.03,-81.29,66.12
upside_sell,2026-08-13T23:55:00,0,63442.11,30.667,7.0,0.0,0.0013,-0.0008,0.4405,0.0,22.935,0.8679,2.8004,41.2364,101.6,29.769,63.31,23.9921,fav,fav,7.41,-8.51,-8.18,59.26,-30.08
upside_sell,2026-08-14T01:20:00,0,63485.63,30.862,7.0,1.0,0.0011,0.0008,-0.3664,0.0,23.245,0.7369,2.0928,71.0136,80.25,6.201,77.68,43.3976,fav,fav,6.23,48.55,-0.15,-0.15,57.02
upside_sell,2026-08-14T03:15:00,0,63494.9,30.023,7.0,3.0,0.0012,0.001,-0.4922,0.0,22.88,0.3254,2.4256,57.8114,291.64,40.0778,18.23,1.954,fav,fav,0.42,19.56,147.06,207.73,130.74
upside_sell,2026-08-14T07:40:00,0,62946.31,30.108,7.0,7.0,0.001,0.0017,0.1049,0.0,23.31,2.6879,0.9915,75.0657,322.1,48.2788,19.53,1.6188,fav,fav,-24.31,-9.81,60.99,64.55,190.03
upside_sell,2026-08-14T12:20:00,0,62801.22,30.806,7.0,12.0,0.0011,-0.0008,0.2669,0.0372,24.98,1.0886,1.787,61.8793,282.81,43.7523,50.6,6.5357,adv,fav,-19.49,-16.91,48.83,78.89,144.03
upside_sell,2026-08-14T13:20:00,0,62645.22,30.26,7.0,13.0,0.0013,0.0019,-0.3008,0.0,25.14,2.3045,1.4786,88.1307,149.5,56.0827,108.86,5.0111,adv,adv,-44.77,-110.61,44.4,93.6,87.6
upside_sell,2026-08-14T14:30:00,0,62668.92,30.583,7.0,14.0,0.001,,0.0211,0.0014,25.08,0.2392,1.5861,111.4057,215.88,21.8812,195.65,59.8633,adv,fav,-27.24,-33.75,-4.96,78.52,-188.04
upside_sell,2026-08-14T15:35:00,0,62898.01,30.466,7.0,15.0,0.0018,-0.0031,-0.4798,7.0379,25.045,0.6283,4.9391,90.8,23.76,10.6796,262.49,56.5353,adv,adv,-20.9,-34.81,-89.8,-70.94,-247.83
upside_sell,2026-08-14T17:10:00,0,63102.16,30.086,7.0,17.0,0.001,-0.0014,0.4276,0.0136,24.27,0.8337,2.2143,65.7771,211.63,46.1693,90.15,8.5458,adv,adv,-8.56,-48.85,-33.9,51.28,154.57
upside_sell,2026-08-14T19:25:00,0,62824.68,30.957,7.0,19.0,0.0009,0.0004,-0.3014,0.0,23.885,2.5121,1.3496,62.1443,9.38,1.3993,136.84,39.9588,adv,adv,-8.59,-37.7,-98.0,-82.02,-66.18
upside_sell,2026-08-15T07:10:00,0,63057.62,30.012,7.0,7.0,0.0009,-0.002,-0.0941,1.0,20.575,0.4589,2.7976,35.4121,83.27,40.3585,8.0,0.0711,fav,fav,-1.5,14.59,43.19,34.95,54.5
upside_sell,2026-08-15T12:55:00,0,62963.65,30.843,7.0,13.0,0.0014,0.0005,-0.2252,0.0,15.67,0.9802,3.2937,25.5757,12.22,2.7819,58.57,6.1792,adv,adv,-7.27,-46.45,-52.15,-7.69,-17.93
upside_sell,2026-08-16T01:40:00,0,62998.59,30.611,7.0,1.0,0.001,-0.0007,0.8552,0.0,9.24,1.078,2.1087,26.6329,42.5,28.6238,93.94,59.2514,fav,adv,-15.21,-13.64,-20.45,26.79,-70.53
upside_sell,2026-08-16T16:10:00,0,63125.36,30.276,7.0,16.0,0.0009,0.0008,-0.4607,0.0,8.1,1.0389,3.8494,24.0064,-0.78,36.502,210.35,14.7887,adv,adv,-85.09,-108.52,-179.74,-111.44,-41.64
upside_sell,2026-08-16T22:55:00,0,62854.49,31.02,7.0,23.0,0.0014,0.0015,-0.4576,0.0,8.62,0.6113,2.9041,73.3043,95.28,27.6544,75.97,1.9232,adv,adv,-30.75,-5.8,20.46,65.35,15.55
upside_sell,2026-08-17T00:25:00,0,62768.19,30.695,7.0,0.0,0.0013,-0.001,0.3576,0.0139,9.11,1.7143,1.2577,61.1579,85.53,6.3228,380.16,59.9454,fav,fav,47.76,47.31,-90.51,-103.91,-381.89
upside_sell,2026-08-17T01:30:00,0,63139.57,30.936,7.0,1.0,0.0012,0.0003,0.2047,11.6899,9.35,0.3847,4.3757,105.2186,167.79,32.6592,171.3,57.8257,fav,fav,4.5,13.07,-6.24,143.19,-80.85
upside_sell,2026-08-17T02:30:00,0,63208.42,30.977,7.0,2.0,0.0017,-0.0005,-0.0348,1.5853,9.8,1.1671,2.8324,84.7836,31.95,1.9166,230.04,18.3007,adv,adv,-19.5,5.39,-37.44,-115.98,-88.06
upside_sell,2026-08-17T03:50:00,0,63430.12,30.802,7.0,3.0,0.0017,-0.0009,0.2211,0.0,10.75,0.1105,2.371,65.9693,66.01,3.4441,103.1,56.535,adv,fav,-20.44,43.14,-9.14,-9.25,-57.35
upside_sell,2026-08-17T06:05:00,0,63552.33,30.858,7.0,6.0,0.0011,0.0018,0.1806,0.1546,12.41,0.1601,3.274,53.22,53.36,14.0271,111.68,38.011,fav,fav,16.55,22.36,41.11,7.21,2.27
upside_sell,2026-08-17T10:25:00,0,63385.6,30.527,7.0,10.0,0.0019,0.0004,-0.5474,0.0,14.7,0.3866,3.9128,43.095,8.29,3.0142,268.36,32.714,adv,adv,-21.27,-36.06,-193.1,-218.67,-221.26
upside_sell,2026-08-17T13:45:00,0,63652.71,30.163,7.0,13.0,0.001,-0.0008,0.1308,0.005,17.505,0.894,3.3409,87.3486,138.43,16.5757,45.66,59.6055,fav,fav,36.51,85.21,96.65,42.28,-38.13
upside_sell,2026-08-17T14:45:00,0,63678.84,30.546,7.0,14.0,0.0022,-0.0001,-0.0914,0.4948,18.905,0.1597,1.6748,100.3471,6.93,0.3589,442.06,58.931,adv,adv,-29.59,-60.46,-189.5,-97.55,-445.74
upside_sell,2026-08-17T15:45:00,0,64112.58,30.623,7.0,15.0,0.0014,0.001,-0.0767,5.2202,20.16,0.0428,3.9834,112.5421,115.4,30.5772,68.89,3.3776,adv,fav,-22.57,-11.19,7.45,62.71,39.11
upside_sell,2026-08-17T17:15:00,0,64235.5,30.468,7.0,17.0,0.0042,-0.0009,0.1439,3.4828,21.01,0.2328,3.6771,86.065,217.68,15.6127,195.79,57.5607,adv,adv,-88.91,39.71,162.08,-12.91,-117.75
upside_sell,2026-08-17T18:20:00,0,64502.0,30.807,7.0,18.0,0.0022,0.0006,-0.3678,22.6665,22.01,0.6211,3.7492,130.0771,237.06,38.3582,23.91,1.6088,fav,fav,16.33,61.58,95.94,93.51,177.48
upside_sell,2026-08-17T20:20:00,0,64318.44,30.48,7.0,20.0,0.001,0.0006,0.4546,0.0,23.455,0.9753,2.0678,53.1107,41.27,26.777,83.75,3.6368,adv,adv,-1.09,-48.2,-14.31,-40.81,21.13
upside_sell,2026-08-17T23:25:00,0,64401.38,30.365,7.0,23.0,0.0011,0.001,-0.4781,0.0,22.545,1.0079,4.6221,39.6186,36.39,40.1832,128.89,28.2261,adv,adv,-53.52,-63.5,-32.55,-104.98,-10.12
upside_sell,2026-08-18T03:35:00,0,64072.54,30.059,7.0,3.0,0.0009,0.0006,0.0456,0.0,21.63,1.2695,1.7213,60.4007,51.43,23.0345,120.77,56.2615,adv,adv,-13.94,-31.89,-48.58,3.37,-89.96
upside_sell,2026-08-18T05:05:00,0,64198.37,30.917,7.0,5.0,0.001,-0.0001,0.2386,0.0,21.425,0.3356,3.1013,48.035,116.17,28.1706,7.62,0.5827,fav,fav,8.09,5.83,29.36,78.88,54.48
upside_sell,2026-08-18T08:15:00,0,64174.65,30.503,7.0,8.0,0.0013,0.0006,0.2697,0.3914,21.93,2.1582,2.9027,52.5336,52.25,59.8826,106.07,18.7325,fav,adv,-10.64,2.29,-38.47,-30.45,42.25
upside_sell,2026-08-18T11:00:00,0,64199.4,30.048,7.0,11.0,0.0014,0.0003,-0.3986,0.0,21.535,1.5778,3.2289,43.3021,0.43,0.6451,141.54,40.9959,adv,adv,-15.05,-46.46,-77.09,-119.53,-101.64
upside_sell,2026-08-18T13:55:00,0,64163.99,30.792,7.0,14.0,0.0014,-0.0014,0.1607,0.0,21.14,0.7891,2.3857,85.1871,-6.39,0.0507,856.73,30.5569,adv,adv,-25.45,-137.59,-51.86,-792.73,-549.29
upside_sell,2026-08-18T15:00:00,0,64709.56,30.039,7.0,15.0,0.0012,0.0015,0.0742,0.2231,21.215,1.9922,3.4068,154.4357,109.23,5.3629,148.5,43.0041,fav,neither,-56.16,79.82,-26.0,-88.3,-116.52
upside_sell,2026-08-19T01:05:00,0,64494.12,30.565,7.0,1.0,0.0015,,0.6355,0.0,18.815,2.0177,1.4903,68.92,182.61,57.3149,9.69,0.1483,fav,fav,15.4,17.29,58.51,62.63,173.58
upside_sell,2026-08-19T06:15:00,0,64207.98,30.972,7.0,6.0,0.0011,-0.0002,0.046,0.0,18.4,2.3378,2.2804,46.295,4.64,27.2053,115.73,54.2771,adv,adv,-21.91,-27.08,-18.22,-71.02,-68.76
upside_sell,2026-08-19T08:30:00,0,64313.34,31.106,7.0,8.0,0.0015,,0.0832,0.0,18.12,0.7608,2.8631,43.215,-2.07,0.9303,140.34,3.69,adv,adv,-16.13,-90.46,-105.7,-96.35,-40.85
upside_sell,2026-08-19T12:35:00,0,64653.92,30.01,7.0,12.0,0.0009,,-0.2535,2.0649,18.275,1.1011,4.2046,59.7486,-7.0,0.0,519.7,51.6561,adv,adv,-60.86,-220.81,-146.43,-212.12,-154.33
upside_sell,2026-08-19T13:40:00,0,64965.39,30.999,7.0,13.0,0.0034,,0.3577,0.2836,18.525,1.3084,1.4865,156.4729,32.92,7.5204,527.17,53.0672,adv,adv,-98.31,-113.63,-44.38,-383.62,-472.01
upside_sell,2026-08-19T14:45:00,0,65533.86,30.578,7.0,14.0,0.001,0.0085,0.2666,5.0184,18.525,0.0524,3.9341,153.7557,26.98,0.1185,4858.06,37.4938,adv,adv,-1.2,-268.59,-694.21,-1188.64,-2925.49
upside_sell,2026-08-19T15:55:00,0,68598.16,30.216,7.0,16.0,0.0042,,0.0697,0.3321,18.735,2.9364,4.5146,609.6786,208.08,57.9049,394.24,5.0376,adv,neither,36.61,-209.38,38.03,-218.7,124.75
upside_sell,2026-08-19T17:35:00,0,67999.82,30.566,7.0,17.0,0.0012,0.0011,-0.1078,0.005,19.38,3.7158,1.1116,184.2314,24.71,1.2575,312.13,40.6523,adv,adv,12.93,-33.76,-193.1,-63.29,-307.63
upside_sell,2026-08-19T19:15:00,0,68294.24,30.133,7.0,19.0,0.0029,-0.0009,0.261,0.8003,21.05,1.1417,1.5531,135.4171,185.52,10.2787,408.68,52.8821,fav,fav,-63.02,-27.28,85.67,-90.26,-281.53
upside_sell,2026-08-19T20:20:00,0,68789.35,30.495,7.0,20.0,0.0027,-0.0002,0.3369,12.1593,22.69,0.0665,4.4855,152.5214,190.13,20.9454,1126.09,41.9849,fav,fav,62.19,61.8,59.51,-260.01,-795.81
upside_sell,2026-08-19T21:30:00,0,69768.19,30.194,7.0,21.0,0.0022,,0.0188,0.6052,25.055,0.4505,3.6742,319.1086,816.82,58.4748,294.5,12.0433,fav,fav,53.11,290.12,-31.88,297.75,740.77
upside_sell,2026-08-19T22:35:00,0,69379.01,30.234,7.0,22.0,0.0046,-0.0025,0.3464,0.0,27.075,2.6143,1.6571,260.1786,306.83,8.0496,72.18,0.3951,fav,fav,39.28,96.76,188.64,90.71,85.36
upside_sell,2026-08-19T23:55:00,0,69338.82,30.432,7.0,0.0,0.0016,0.003,0.481,0.0,29.79,0.6658,1.6134,135.0514,13.62,0.3483,428.41,21.5081,adv,adv,-40.1,-167.21,-208.72,-240.2,-99.63
upside_sell,2026-08-20T01:30:00,0,69528.98,30.133,7.0,1.0,0.0037,0.0009,0.0668,0.0,35.225,0.9359,1.7748,167.7121,185.19,59.8661,330.98,15.2098,adv,adv,15.9,-34.23,-318.83,-199.2,156.26
upside_sell,2026-08-20T03:15:00,0,69131.94,30.897,7.0,3.0,0.002,0.0003,0.1979,0.0,40.455,3.7232,2.3488,122.31,246.45,6.5248,209.3,50.2144,fav,fav,32.73,155.52,87.86,-50.0,-160.29
upside_sell,2026-08-20T04:50:00,0,69445.32,30.304,7.0,4.0,0.0019,0.0003,0.0528,2.6722,44.08,1.3083,3.2553,107.2793,117.94,56.8856,188.04,30.774,adv,adv,-24.25,-14.46,-43.02,-164.9,108.92
